fecha,segmento,vendedor,categoria_producto,sub_categoria_producto,precio,stock_vendido,stock_disponible
08-03-2017,América del Sur-Brasil-Río de Janeiro,Walmart,Moda,Carteras,48250,248,91
12-11-2023,América del Sur-Chile-Santiago,Hites,Doméstico,Licuadoras,95902,80,407
27-02-2020,América Central-México-Monterrey,ElectroChile,Jardinería,Rastrillos,87724,389,38
25-08-2019,América del Sur-Chile-Concepción,Homecenter,Cocina,Hornos,79039,19,95
26-09-2019,América Central-México-Monterrey,Walmart,Deporte,Colchonetas,196146,170,172
15-05-2021,América del Sur-Perú-Cusco,PC Factory,Cocina,Hornos,147555,62,280
28-03-2023,América Central-México-Cancún,PC Factory,Automotriz,Aceites,150704,27,244
13-01-2020,América del Sur-Colombia-Cali,Linio,Jardinería,Rastrillos,188524,96,227
03-03-2017,América del Sur-Chile-Valparaíso,Hites,Deporte,Trotadoras,40844,104,288
26-02-2021,América Central-México-Guadalajara,Mercado Libre,Moda,Carteras,114130,12,137
07-07-2020,América Central-México-Ciudad de México,Paris,Deporte,Patines,11587,197,16
09-12-2020,América Central-México-Ciudad de México,Aliexpress,Cocina,Microondas,123546,57,185
15-04-2017,América del Sur-Argentina-Córdoba,ElectroChile,Cocina,Ollas,135287,71,67
13-01-2018,América del Sur-Colombia-Cali,Homecenter,Deporte,Trotadoras,56169,324,167
16-10-2017,América del Sur-Brasil-Brasilia,Hites,Electrónico,Tablets,171215,21,453
27-09-2017,América Central-México-Cancún,Amazon,Baño,Espejos,99702,291,33
09-02-2019,América del Sur-Brasil-Río de Janeiro,Homecenter,Cocina,Sartenes,105550,210,13
08-10-2021,América Central-México-Monterrey,Mercado Libre,Baño,Jacuzzis,133083,385,97
05-10-2019,América Central-México-Guadalajara,Homecenter,Cocina,Ollas,119337,46,71
10-06-2019,América Central-México-Guadalajara,Falabella,Baño,Espejos,18515,111,238
15-08-2021,América Central-México-Monterrey,Hites,Moda,Carteras,153261,57,197
17-05-2019,América del Sur-Brasil-São Paulo,Hites,Jardinería,Tijeras podadoras,57474,141,17
25-04-2020,América Central-México-Ciudad de México,Hites,Automotriz,Baterías,99226,4,41
20-10-2021,América del Sur-Perú-Cusco,Hites,Moda,Poleras,106621,47,172
09-03-2019,América Central-México-Guadalajara,Linio,Moda,Zapatillas,168233,248,3
15-04-2017,América del Sur-Perú-Arequipa,Linio,Baño,Dispensadores de jabón,54384,38,110
19-08-2020,América del Sur-Chile-Concepción,Hites,Doméstico,Ventiladores,26546,145,300
27-01-2023,América del Sur-Perú-Arequipa,Ripley,Automotriz,Baterías,37877,311,168
27-11-2017,América del Sur-Brasil-Brasilia,Mercado Libre,Doméstico,Aspiradoras,104458,157,12
22-01-2020,América del Sur-Perú-Lima,Aliexpress,Automotriz,Neumáticos,198227,48,26
05-08-2023,América Central-México-Ciudad de México,Falabella,Automotriz,Baterías,64820,161,127
28-05-2020,América del Sur-Brasil-Curitiba,Linio,Jardinería,Mangueras,61061,283,171
24-02-2018,América del Sur-Chile-Santiago,eBay,Automotriz,Filtros,145905,10,389
09-10-2017,América Central-México-Ciudad de México,Mercado Libre,Cocina,Hornos,12136,35,422
14-12-2019,América del Sur-Chile-Temuco,Sodimac,Moda,Carteras,178290,50,36
29-11-2019,América del Sur-Brasil-Brasilia,Mercado Libre,Baño,Dispensadores de jabón,143845,21,92
12-11-2022,América del Sur-Colombia-Medellín,Aliexpress,Baño,Calefones,166818,55,69
16-09-2022,América Central-México-Monterrey,Amazon,Jardinería,Tijeras podadoras,63688,98,233
21-10-2022,América Central-México-Cancún,Sodimac,Automotriz,Filtros,137557,179,136
21-12-2023,América del Sur-Colombia-Cartagena,Homecenter,Cocina,Cuchillos,40170,138,55
19-01-2017,América Central-México-Monterrey,Mercado Libre,Doméstico,Aspiradoras,76486,29,158
11-04-2021,América Central-México-Monterrey,Linio,Cocina,Batidoras,21315,136,173
04-03-2023,América Central-México-Ciudad de México,Hites,Jardinería,Mangueras,115152,408,28
25-11-2023,América del Sur-Perú-Lima,Mercado Libre,Doméstico,Lavadoras,104270,326,108
15-03-2020,América del Sur-Brasil-Curitiba,Walmart,Baño,Calefones,174138,71,330
22-05-2022,América del Sur-Colombia-Cali,Ripley,Moda,Mochilas,157076,81,100
09-03-2021,América Central-México-Ciudad de México,Falabella,Deporte,Trotadoras,28797,152,318
19-06-2022,América del Sur-Perú-Lima,Hites,Jardinería,Mangueras,166618,463,31
11-03-2023,América Central-México-Cancún,Easy,Automotriz,Herramientas de reparación,151647,54,47
19-08-2018,América del Sur-Argentina-Buenos Aires,Walmart,Electrónico,Computadores,64937,100,222
15-09-2022,América del Sur-Perú-Arequipa,Amazon,Deporte,Trotadoras,126761,70,94
05-05-2018,América del Sur-Argentina-Rosario,Ripley,Doméstico,Licuadoras,81759,11,50
26-06-2021,América del Sur-Colombia-Medellín,Easy,Baño,Jacuzzis,56175,82,68
18-06-2018,América del Sur-Chile-Concepción,ElectroChile,Electrónico,Celulares,89680,28,263
07-02-2017,América del Sur-Argentina-Córdoba,Linio,Moda,Poleras,144990,35,276
19-05-2018,América Central-México-Guadalajara,PC Factory,Baño,Calefones,19470,19,300
12-01-2021,América del Sur-Colombia-Cali,eBay,Automotriz,Herramientas de reparación,129205,30,228
04-06-2020,América Central-México-Monterrey,eBay,Baño,Calefones,112650,114,138
08-01-2023,América Central-México-Monterrey,Walmart,Electrónico,Televisores,161569,85,105
24-01-2018,América del Sur-Chile-Santiago,Hites,Jardinería,Rastrillos,39216,232,35
24-09-2019,América del Sur-Chile-Temuco,Easy,Doméstico,Licuadoras,57001,136,73
13-04-2021,América Central-México-Monterrey,Ripley,Baño,Dispensadores de jabón,65268,337,119
24-07-2020,América del Sur-Perú-Trujillo,eBay,Baño,Espejos,153852,37,405
30-06-2019,América del Sur-Colombia-Bogotá,eBay,Doméstico,Lavadoras,179454,103,162
01-12-2022,América Central-México-Monterrey,Falabella,Deporte,Pesas,147123,133,104
03-02-2022,América del Sur-Brasil-São Paulo,Paris,Deporte,Pelotas,73544,208,71
25-06-2023,América Central-México-Ciudad de México,Walmart,Jardinería,Rastrillos,125756,106,155
04-11-2018,América Central-México-Ciudad de México,Mercado Libre,Deporte,Pesas,80173,135,97
10-03-2023,América del Sur-Chile-Santiago,Linio,Cocina,Sartenes,45373,111,110
12-09-2017,América Central-México-Guadalajara,Paris,Automotriz,Herramientas de reparación,61660,114,31
06-12-2017,América Central-México-Guadalajara,Easy,Doméstico,Refrigeradores,89181,195,264
03-05-2018,América del Sur-Argentina-Mendoza,Linio,Doméstico,Lavadoras,89007,228,227
26-10-2018,América del Sur-Argentina-Rosario,Aliexpress,Jardinería,Rastrillos,40774,26,121
23-10-2023,América del Sur-Argentina-Rosario,Linio,Electrónico,Tablets,180727,63,181
11-03-2019,América del Sur-Chile-Temuco,Homecenter,Deporte,Colchonetas,158593,46,71
17-07-2021,América Central-México-Monterrey,Paris,Cocina,Sartenes,150772,241,67
07-03-2020,América del Sur-Brasil-Curitiba,Easy,Cocina,Sartenes,166508,107,8
05-10-2019,América del Sur-Argentina-Rosario,eBay,Automotriz,Herramientas de reparación,92495,200,80
24-04-2019,América del Sur-Colombia-Bogotá,Paris,Electrónico,Televisores,138164,257,5
22-12-2018,América Central-México-Monterrey,Walmart,Baño,Calefones,117614,64,407
09-08-2020,América del Sur-Perú-Arequipa,Aliexpress,Doméstico,Cafeteras,93103,8,20
10-10-2023,América del Sur-Colombia-Bogotá,eBay,Deporte,Bicicletas,145070,83,49
29-04-2022,América del Sur-Argentina-Mendoza,ElectroChile,Deporte,Trotadoras,25059,40,25
15-03-2019,América del Sur-Brasil-Río de Janeiro,PC Factory,Moda,Carteras,41955,261,224
04-09-2021,América del Sur-Perú-Trujillo,Walmart,Moda,Zapatillas,196823,289,13
10-07-2019,América Central-México-Monterrey,Sodimac,Moda,Poleras,43438,80,324
02-09-2020,América del Sur-Perú-Cusco,Walmart,Doméstico,Lavadoras,144491,1,20
14-09-2017,América del Sur-Brasil-Curitiba,Mercado Libre,Cocina,Microondas,19477,301,57
02-05-2021,América del Sur-Argentina-Córdoba,Hites,Jardinería,Rastrillos,189677,4,38
07-08-2023,América del Sur-Colombia-Cartagena,ElectroChile,Automotriz,Filtros,55086,189,7
23-12-2023,América Central-México-Ciudad de México,ElectroChile,Moda,Pantalones,16579,25,60
30-07-2022,América Central-México-Cancún,Easy,Cocina,Sartenes,25252,319,36
26-02-2021,América del Sur-Brasil-Río de Janeiro,Falabella,Automotriz,Aceites,56406,223,124
08-07-2017,América del Sur-Chile-Concepción,Falabella,Moda,Zapatillas,35813,67,100
09-04-2022,América Central-México-Cancún,Paris,Automotriz,Baterías,121777,312,93
04-05-2019,América del Sur-Brasil-Curitiba,Falabella,Cocina,Batidoras,37242,220,115
04-11-2019,América del Sur-Brasil-Curitiba,Sodimac,Automotriz,Filtros,78016,35,161
13-06-2021,América del Sur-Brasil-Río de Janeiro,Easy,Doméstico,Lavadoras,162544,224,81
22-05-2020,América del Sur-Perú-Arequipa,PC Factory,Deporte,Patines,178204,31,16
14-02-2022,América Central-México-Cancún,Hites,Cocina,Ollas,29321,19,71
17-05-2019,América Central-México-Monterrey,Aliexpress,Cocina,Ollas,40138,35,45
10-01-2023,América Central-México-Guadalajara,Hites,Jardinería,Tijeras podadoras,71441,81,91
05-07-2022,América del Sur-Perú-Cusco,PC Factory,Automotriz,Filtros,147282,110,27
05-02-2023,América del Sur-Argentina-Córdoba,Linio,Baño,Dispensadores de jabón,32842,183,3
20-04-2019,América Central-México-Cancún,Amazon,Deporte,Trotadoras,14948,96,10
16-06-2018,América del Sur-Colombia-Bogotá,Ripley,Cocina,Ollas,197125,237,74
29-05-2017,América del Sur-Chile-Temuco,Falabella,Moda,Mochilas,37229,138,73
14-01-2020,América Central-México-Guadalajara,Walmart,Baño,Jacuzzis,12689,387,25
11-04-2017,América del Sur-Perú-Lima,Easy,Moda,Chaquetas,91246,26,209
07-12-2018,América Central-México-Guadalajara,eBay,Doméstico,Lavadoras,120845,291,75
06-03-2023,América Central-México-Monterrey,eBay,Baño,Espejos,115204,86,187
15-10-2022,América del Sur-Perú-Arequipa,Aliexpress,Baño,Dispensadores de jabón,83142,294,64
28-02-2023,América del Sur-Argentina-Rosario,Hites,Deporte,Trotadoras,129929,298,167
18-12-2020,América del Sur-Argentina-Buenos Aires,Paris,Deporte,Colchonetas,93752,204,283
03-06-2018,América Central-México-Guadalajara,Falabella,Electrónico,Televisores,145001,160,49
03-08-2019,América del Sur-Chile-Valparaíso,Aliexpress,Moda,Zapatillas,92524,52,122
03-04-2021,América del Sur-Argentina-Buenos Aires,ElectroChile,Doméstico,Licuadoras,161736,106,92
14-10-2019,América Central-México-Cancún,Sodimac,Moda,Chaquetas,100406,11,306
24-03-2018,América del Sur-Perú-Trujillo,Easy,Cocina,Microondas,47421,75,56
20-11-2019,América Central-México-Cancún,Sodimac,Cocina,Sartenes,175010,439,35
09-11-2023,América del Sur-Perú-Cusco,eBay,Electrónico,Cámaras,90922,333,42
25-09-2022,América Central-México-Ciudad de México,Aliexpress,Baño,Espejos,101737,211,29
24-03-2020,América del Sur-Colombia-Cartagena,Walmart,Doméstico,Licuadoras,119570,8,304
08-03-2017,América del Sur-Brasil-Río de Janeiro,Ripley,Jardinería,Rastrillos,171094,2,385
19-09-2021,América del Sur-Brasil-São Paulo,eBay,Baño,Calefones,189112,44,18
17-03-2020,América del Sur-Perú-Lima,ElectroChile,Deporte,Pelotas,128790,82,267
25-03-2018,América Central-México-Ciudad de México,ElectroChile,Electrónico,Cámaras,32563,126,24
11-01-2018,América Central-México-Guadalajara,Aliexpress,Cocina,Ollas,194670,8,88
30-11-2023,América Central-México-Monterrey,ElectroChile,Moda,Mochilas,62920,23,93
09-09-2022,América Central-México-Guadalajara,Hites,Doméstico,Refrigeradores,112716,218,13
12-11-2018,América del Sur-Argentina-Córdoba,Amazon,Electrónico,Drones,66651,77,265
01-09-2023,América Central-México-Monterrey,Walmart,Baño,Dispensadores de jabón,122040,123,157
07-09-2019,América Central-México-Guadalajara,PC Factory,Jardinería,Maceteros,168320,111,328
12-08-2020,América Central-México-Monterrey,Paris,Deporte,Pesas,172135,63,27
27-09-2020,América del Sur-Colombia-Cali,PC Factory,Moda,Chaquetas,142865,21,383
10-01-2023,América Central-México-Ciudad de México,Paris,Deporte,Bicicletas,61770,195,202
21-05-2022,América Central-México-Cancún,Falabella,Electrónico,Tablets,82784,25,111
25-07-2017,América del Sur-Brasil-São Paulo,Linio,Jardinería,Maceteros,122203,440,36
17-02-2021,América del Sur-Argentina-Buenos Aires,eBay,Moda,Poleras,83678,79,211
05-08-2020,América Central-México-Cancún,ElectroChile,Cocina,Microondas,97695,311,126
12-10-2017,América del Sur-Chile-Temuco,Sodimac,Jardinería,Tijeras podadoras,53337,42,320
26-04-2017,América Central-México-Ciudad de México,ElectroChile,Electrónico,Celulares,170790,273,69
09-10-2019,América del Sur-Argentina-Mendoza,Linio,Deporte,Colchonetas,165198,36,2
06-10-2018,América Central-México-Cancún,Walmart,Baño,Dispensadores de jabón,41893,158,150
26-06-2022,América Central-México-Cancún,ElectroChile,Automotriz,Filtros,16364,147,221
30-05-2023,América Central-México-Cancún,Ripley,Cocina,Hornos,109653,4,367
14-04-2022,América del Sur-Chile-Santiago,Falabella,Moda,Mochilas,96029,6,99
23-02-2017,América del Sur-Chile-Concepción,Mercado Libre,Doméstico,Aspiradoras,92503,158,8
21-02-2019,América Central-México-Cancún,Falabella,Baño,Espejos,99625,47,130
11-11-2017,América del Sur-Perú-Trujillo,ElectroChile,Electrónico,Tablets,46055,27,33
16-05-2022,América Central-México-Monterrey,eBay,Baño,Toallas,198373,146,316
08-06-2017,América Central-México-Cancún,ElectroChile,Automotriz,Aceites,14173,63,57
10-11-2018,América Central-México-Guadalajara,Hites,Cocina,Batidoras,121377,334,133
30-01-2018,América Central-México-Monterrey,Easy,Electrónico,Celulares,122448,55,42
14-08-2021,América Central-México-Monterrey,Paris,Deporte,Pesas,130723,85,169
13-02-2021,América del Sur-Perú-Trujillo,Hites,Deporte,Colchonetas,40827,15,472
10-07-2019,América Central-México-Cancún,Easy,Doméstico,Licuadoras,88659,292,204
01-01-2023,América Central-México-Guadalajara,Paris,Cocina,Microondas,123794,19,24
05-10-2021,América del Sur-Colombia-Cartagena,ElectroChile,Cocina,Sartenes,156320,169,0
10-06-2021,América Central-México-Cancún,Aliexpress,Deporte,Patines,125896,397,7
22-06-2018,América Central-México-Cancún,Sodimac,Baño,Duchas,29559,7,164
09-10-2021,América Central-México-Monterrey,Easy,Moda,Pantalones,93879,22,65
09-01-2021,América Central-México-Cancún,Easy,Moda,Chaquetas,143892,56,270
13-08-2022,América Central-México-Monterrey,PC Factory,Automotriz,Baterías,28712,119,338
05-05-2022,América Central-México-Monterrey,Paris,Cocina,Cuchillos,80384,105,40
18-01-2017,América del Sur-Argentina-Buenos Aires,Mercado Libre,Doméstico,Aspiradoras,18885,39,9
03-03-2017,América del Sur-Argentina-Córdoba,Hites,Baño,Espejos,30296,25,206
08-03-2020,América Central-México-Monterrey,Easy,Doméstico,Licuadoras,186010,360,57
30-07-2023,América del Sur-Chile-Temuco,Paris,Cocina,Microondas,157502,103,280
16-12-2022,América del Sur-Perú-Arequipa,Falabella,Baño,Espejos,10330,112,36
06-10-2018,América del Sur-Chile-Santiago,Aliexpress,Baño,Toallas,144015,15,351
08-07-2019,América Central-México-Monterrey,Sodimac,Doméstico,Licuadoras,73287,165,324
02-01-2023,América del Sur-Colombia-Cartagena,Falabella,Jardinería,Maceteros,20135,284,148
22-01-2021,América Central-México-Monterrey,PC Factory,Doméstico,Licuadoras,130883,61,60
10-12-2023,América del Sur-Perú-Arequipa,Mercado Libre,Doméstico,Cafeteras,68742,105,96
14-03-2021,América del Sur-Argentina-Córdoba,Amazon,Baño,Duchas,53453,134,43
05-02-2017,América del Sur-Colombia-Cali,Linio,Deporte,Patines,18533,256,43
06-05-2021,América Central-México-Guadalajara,Sodimac,Doméstico,Ventiladores,124091,78,348
17-09-2021,América del Sur-Brasil-Brasilia,Mercado Libre,Baño,Espejos,179857,53,104
11-03-2017,América del Sur-Perú-Lima,Easy,Deporte,Bicicletas,142095,303,54
25-08-2021,América del Sur-Argentina-Mendoza,Walmart,Doméstico,Aspiradoras,46609,50,0
09-02-2023,América Central-México-Guadalajara,PC Factory,Baño,Toallas,59685,5,22
31-07-2022,América del Sur-Argentina-Córdoba,eBay,Deporte,Pelotas,46371,15,80
28-06-2018,América del Sur-Chile-Concepción,Sodimac,Baño,Espejos,40452,71,207
21-12-2018,América del Sur-Argentina-Buenos Aires,Mercado Libre,Jardinería,Mangueras,152243,408,31
10-12-2021,América del Sur-Brasil-Brasilia,Sodimac,Electrónico,Tablets,55121,471,3
01-08-2020,América Central-México-Guadalajara,Walmart,Deporte,Pesas,112632,3,169
30-05-2021,América Central-México-Guadalajara,Amazon,Automotriz,Aceites,139008,22,173
05-05-2018,América del Sur-Colombia-Cartagena,Paris,Cocina,Microondas,106501,128,87
07-08-2017,América Central-México-Guadalajara,Paris,Deporte,Bicicletas,95918,19,35
29-06-2023,América del Sur-Argentina-Rosario,Falabella,Automotriz,Filtros,74859,291,46
09-05-2019,América del Sur-Colombia-Bogotá,Ripley,Electrónico,Televisores,129762,462,15
01-05-2020,América del Sur-Chile-Temuco,Homecenter,Doméstico,Lavadoras,137377,29,9
16-01-2020,América Central-México-Ciudad de México,Homecenter,Automotriz,Herramientas de reparación,88289,109,208
28-08-2018,América del Sur-Argentina-Córdoba,Hites,Automotriz,Baterías,89954,313,57
31-12-2017,América del Sur-Argentina-Rosario,Aliexpress,Electrónico,Audífonos,140909,40,10
03-04-2023,América Central-México-Monterrey,Sodimac,Baño,Espejos,71802,68,171
28-05-2017,América del Sur-Brasil-Curitiba,Aliexpress,Automotriz,Baterías,148733,11,205
12-02-2021,América Central-México-Cancún,Homecenter,Baño,Duchas,167786,128,131
24-03-2017,América del Sur-Argentina-Buenos Aires,Linio,Electrónico,Celulares,44798,20,26
14-08-2019,América del Sur-Colombia-Cali,Ripley,Baño,Calefones,193653,376,32
12-10-2017,América Central-México-Ciudad de México,PC Factory,Baño,Jacuzzis,19354,25,317
24-01-2018,América del Sur-Brasil-Curitiba,Hites,Automotriz,Neumáticos,55453,73,309
18-04-2021,América del Sur-Brasil-Brasilia,Mercado Libre,Electrónico,Cámaras,184673,42,174
04-09-2021,América Central-México-Ciudad de México,Aliexpress,Moda,Pantalones,49972,90,406
19-07-2020,América del Sur-Perú-Trujillo,Easy,Baño,Jacuzzis,165184,18,88
15-05-2020,América Central-México-Monterrey,Sodimac,Electrónico,Tablets,118148,229,114
13-04-2021,América del Sur-Chile-Valparaíso,ElectroChile,Moda,Zapatillas,17592,79,404
26-05-2020,América del Sur-Brasil-Río de Janeiro,Amazon,Doméstico,Licuadoras,42530,151,277
05-04-2020,América del Sur-Argentina-Córdoba,Sodimac,Doméstico,Ventiladores,160742,68,57
30-03-2021,América Central-México-Ciudad de México,Walmart,Doméstico,Cafeteras,62654,40,40
24-08-2023,América del Sur-Perú-Cusco,Mercado Libre,Electrónico,Cámaras,17895,102,184
17-11-2023,América del Sur-Brasil-São Paulo,Linio,Automotriz,Neumáticos,194116,31,28
18-01-2017,América del Sur-Colombia-Medellín,PC Factory,Electrónico,Audífonos,16372,191,95
03-11-2017,América del Sur-Argentina-Rosario,Walmart,Baño,Toallas,89494,13,124
18-10-2018,América del Sur-Chile-Temuco,Walmart,Doméstico,Aspiradoras,191464,73,123
28-07-2022,América Central-México-Guadalajara,Sodimac,Deporte,Colchonetas,155234,3,163
12-07-2019,América del Sur-Perú-Lima,Aliexpress,Baño,Calefones,102348,300,166
27-11-2019,América del Sur-Argentina-Buenos Aires,Ripley,Deporte,Pelotas,126043,8,83
08-07-2017,América Central-México-Cancún,Walmart,Baño,Dispensadores de jabón,35579,54,349
18-12-2020,América Central-México-Cancún,ElectroChile,Electrónico,Audífonos,187175,50,302
24-08-2023,América Central-México-Cancún,Walmart,Baño,Duchas,157749,116,39
19-02-2018,América del Sur-Chile-Temuco,Linio,Deporte,Trotadoras,90324,30,111
12-10-2021,América Central-México-Ciudad de México,Homecenter,Moda,Pantalones,60838,263,146
06-11-2017,América Central-México-Monterrey,Linio,Electrónico,Cámaras,45968,121,244
20-04-2021,América Central-México-Guadalajara,Paris,Jardinería,Mangueras,61544,77,22
05-01-2019,América del Sur-Chile-Valparaíso,ElectroChile,Deporte,Pelotas,164580,224,16
17-04-2021,América del Sur-Argentina-Mendoza,Falabella,Electrónico,Drones,167061,58,1
02-10-2023,América del Sur-Chile-Temuco,Ripley,Baño,Duchas,121119,14,75
27-11-2020,América Central-México-Cancún,Homecenter,Moda,Mochilas,186774,8,30
20-09-2019,América del Sur-Perú-Trujillo,ElectroChile,Moda,Carteras,90936,91,275
29-07-2023,América Central-México-Ciudad de México,Homecenter,Automotriz,Herramientas de reparación,12132,48,262
13-10-2022,América del Sur-Chile-Concepción,eBay,Cocina,Microondas,20202,30,219
30-06-2022,América Central-México-Cancún,Falabella,Doméstico,Refrigeradores,22275,266,57
15-03-2020,América Central-México-Cancún,ElectroChile,Cocina,Ollas,140322,156,17
25-10-2017,América del Sur-Brasil-Curitiba,PC Factory,Doméstico,Ventiladores,87781,76,357
02-06-2018,América del Sur-Brasil-Río de Janeiro,Aliexpress,Cocina,Cuchillos,191691,58,125
04-06-2020,América del Sur-Brasil-Curitiba,Amazon,Moda,Poleras,57642,169,308
29-08-2021,América del Sur-Chile-Temuco,eBay,Jardinería,Maceteros,151919,16,227
30-09-2020,América del Sur-Colombia-Medellín,Mercado Libre,Cocina,Microondas,136532,62,165
09-03-2017,América del Sur-Chile-Valparaíso,Ripley,Cocina,Ollas,16533,311,111
23-02-2022,América Central-México-Monterrey,Falabella,Jardinería,Rastrillos,184786,79,94
20-08-2018,América Central-México-Monterrey,Aliexpress,Electrónico,Computadores,59885,51,3
20-01-2020,América Central-México-Monterrey,Walmart,Baño,Toallas,137065,149,55
05-02-2021,América del Sur-Argentina-Rosario,Aliexpress,Automotriz,Herramientas de reparación,129056,46,34
02-05-2019,América del Sur-Chile-Concepción,Easy,Automotriz,Herramientas de reparación,113605,129,356
04-11-2022,América del Sur-Chile-Valparaíso,Ripley,Baño,Duchas,39203,167,253
28-10-2021,América Central-México-Monterrey,Sodimac,Deporte,Trotadoras,173322,331,120
06-05-2022,América del Sur-Colombia-Cali,Hites,Cocina,Cuchillos,63929,29,5
24-12-2021,América del Sur-Brasil-Curitiba,eBay,Moda,Carteras,130867,25,431
05-10-2022,América del Sur-Colombia-Cartagena,Ripley,Doméstico,Aspiradoras,141274,15,72
23-09-2019,América Central-México-Ciudad de México,Homecenter,Baño,Duchas,48112,249,95
08-02-2019,América Central-México-Cancún,Mercado Libre,Baño,Dispensadores de jabón,193374,5,286
23-11-2021,América Central-México-Ciudad de México,Aliexpress,Moda,Pantalones,116242,23,29
08-02-2020,América Central-México-Monterrey,Paris,Deporte,Colchonetas,105610,50,77
23-01-2022,América del Sur-Argentina-Córdoba,Homecenter,Jardinería,Rastrillos,99446,121,3
13-01-2018,América del Sur-Chile-Valparaíso,PC Factory,Doméstico,Cafeteras,92225,11,178
24-08-2017,América del Sur-Perú-Arequipa,Easy,Electrónico,Celulares,110314,311,47
23-09-2018,América del Sur-Perú-Cusco,Ripley,Deporte,Colchonetas,70014,94,37
07-03-2018,América del Sur-Chile-Temuco,Amazon,Deporte,Bicicletas,195822,153,168
28-07-2018,América del Sur-Brasil-Curitiba,Walmart,Moda,Mochilas,195285,46,141
21-12-2018,América Central-México-Ciudad de México,Aliexpress,Deporte,Pesas,194768,295,61
08-05-2020,América Central-México-Guadalajara,eBay,Electrónico,Tablets,137068,3,51
04-07-2023,América Central-México-Ciudad de México,eBay,Moda,Chaquetas,130015,130,336
13-12-2023,América del Sur-Argentina-Buenos Aires,ElectroChile,Cocina,Sartenes,70071,164,119
20-10-2022,América del Sur-Brasil-São Paulo,Amazon,Electrónico,Tablets,96993,186,307
18-03-2018,América Central-México-Ciudad de México,Homecenter,Electrónico,Computadores,166803,5,167
07-03-2017,América Central-México-Guadalajara,PC Factory,Baño,Calefones,87471,70,158
29-06-2017,América Central-México-Ciudad de México,Walmart,Baño,Espejos,180694,47,40
14-02-2019,América Central-México-Monterrey,Amazon,Automotriz,Herramientas de reparación,92660,40,303
03-02-2023,América del Sur-Colombia-Cartagena,Mercado Libre,Electrónico,Celulares,180697,150,327
14-12-2017,América Central-México-Ciudad de México,Homecenter,Cocina,Batidoras,199429,103,47
22-09-2017,América Central-México-Cancún,Paris,Baño,Espejos,67791,59,330
11-01-2018,América del Sur-Argentina-Buenos Aires,Paris,Electrónico,Televisores,140366,21,58
04-06-2023,América del Sur-Argentina-Mendoza,Walmart,Moda,Chaquetas,88250,56,107
22-06-2017,América Central-México-Guadalajara,Sodimac,Automotriz,Filtros,122011,54,142
31-08-2020,América del Sur-Brasil-Brasilia,Linio,Automotriz,Aceites,159621,114,230
27-03-2022,América del Sur-Argentina-Rosario,Paris,Moda,Poleras,175474,2,54
01-06-2018,América del Sur-Argentina-Buenos Aires,Mercado Libre,Doméstico,Refrigeradores,147161,220,44
18-10-2020,América Central-México-Ciudad de México,Paris,Baño,Espejos,194990,63,268
27-04-2023,América del Sur-Chile-Temuco,Homecenter,Moda,Carteras,151249,332,108
09-03-2021,América Central-México-Cancún,ElectroChile,Jardinería,Fertilizantes,129454,301,66
15-03-2023,América Central-México-Monterrey,Sodimac,Electrónico,Televisores,99100,8,80
23-02-2020,América del Sur-Perú-Trujillo,PC Factory,Deporte,Bicicletas,156904,41,88
27-10-2022,América Central-México-Guadalajara,Hites,Baño,Jacuzzis,23422,358,117
06-10-2021,América del Sur-Colombia-Bogotá,Mercado Libre,Baño,Toallas,54152,0,399
01-05-2019,América del Sur-Argentina-Mendoza,Homecenter,Cocina,Sartenes,106970,32,266
25-05-2023,América del Sur-Colombia-Bogotá,Mercado Libre,Automotriz,Filtros,27245,102,93
01-10-2021,América del Sur-Argentina-Córdoba,Falabella,Cocina,Sartenes,199549,359,91
17-06-2019,América Central-México-Monterrey,PC Factory,Automotriz,Neumáticos,88507,21,73
11-04-2017,América del Sur-Colombia-Cali,Paris,Deporte,Colchonetas,54091,12,30
13-03-2020,América Central-México-Guadalajara,Paris,Electrónico,Cámaras,62725,40,208
18-07-2020,América Central-México-Monterrey,ElectroChile,Deporte,Colchonetas,109123,213,278
13-02-2018,América del Sur-Brasil-São Paulo,Walmart,Jardinería,Maceteros,102433,144,299
19-04-2021,América Central-México-Cancún,Paris,Electrónico,Audífonos,34091,46,2
08-10-2020,América del Sur-Chile-Santiago,Falabella,Moda,Zapatillas,156003,146,99
05-11-2019,América del Sur-Chile-Temuco,Walmart,Electrónico,Computadores,82492,73,102
14-07-2019,América Central-México-Ciudad de México,Paris,Deporte,Patines,138727,160,48
11-01-2019,América Central-México-Cancún,Ripley,Moda,Pantalones,139067,56,29
15-04-2019,América del Sur-Chile-Valparaíso,PC Factory,Doméstico,Licuadoras,161403,49,87
31-03-2020,América Central-México-Guadalajara,Sodimac,Jardinería,Tijeras podadoras,199676,119,347
11-04-2018,América Central-México-Guadalajara,Paris,Automotriz,Aceites,193789,47,225
21-06-2023,América del Sur-Colombia-Cali,Walmart,Jardinería,Rastrillos,141305,16,64
31-10-2019,América Central-México-Ciudad de México,Ripley,Electrónico,Drones,37788,13,68
07-07-2022,América Central-México-Cancún,Linio,Deporte,Bicicletas,134767,10,15
27-06-2019,América Central-México-Monterrey,Amazon,Moda,Chaquetas,146425,74,109
10-01-2018,América del Sur-Chile-Santiago,ElectroChile,Moda,Mochilas,145493,87,179
